Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Boost (PSI),Calculated Load (g/rev),Coolant Temp (° F),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (PSI),Ignition Timing (°),Intake Temp (° F),Intake Temp Manifold (° F),MAF Corr. (g/s),MAF Volt. (V),Oil Temp (° F),RPM (RPM),TD Boost Error (PSI),TGV Map Ratio (mult),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.2.0-11341][2016 USDM WRX (MT)][Reflash: 16 WRX Stage1 daniel w 93 rev1.ptm - Realtime: 16 WRX Stage1 daniel w 93 rev1.ptm]
2.645,7.81,0,11.49,100,21.89,2.97,196,1,-0.7,0,2173.6,-1,59,68,164.44,3.98,200,3326,-2.88,1,100,49.02,0
2.677,0,0,11.38,100,21.21,2.99,196,1,-0.7,0,2158.6,-1,59,68,167.68,3.94,200,3324,-2.88,1,100,48.24,0
2.678,0,0,11.49,100,21.24,2.95,196,1,-0.7,0,2118.1,-1,59,68,163.42,3.94,200,3322,-2.2,1,100,48.24,0
2.7,0,0,11.86,100,20.67,2.94,196,1,-0.7,0,2233.5,-1,59,68,162.93,3.98,200,3328,-1.72,1,100,50.59,0
2.712,0,0,12.04,100,21.72,2.99,196,1,-0.7,0,2193.4,-1,59,68,167.06,3.98,200,3336,-2.19,1,100,50.59,0
2.735,0,0,11.73,100,21.83,2.99,196,1,-0.7,0,2080.5,-1,59,68,166.78,3.98,200,3346,-2.82,1,100,50.59,0
2.754,0,0,11.93,100,21.24,2.99,196,1,-0.7,0,2253.1,-1,59,68,167.1,3.94,200,3358,-2.23,1,100,47.84,0
2.767,0,0,11.75,100,21.01,2.99,196,1,-0.7,0,2228.3,-1,59,68,168.96,3.94,200,3397,-2.23,1,100,47.84,0
2.783,0,0,11.85,100,20.51,2.96,196,1,-0.7,0,2064.2,-1,59,68,168.61,4,200,3409,-2,1,100,49.41,0
2.788,0,0,11.94,100,21.42,2.96,196,1,-0.7,0,2285,-1,59,68,168.56,4,200,3421,-2.15,1,100,49.41,0
2.802,0,0,11.78,100,21.57,2.95,196,1,-0.7,0,2204.6,-1,59,68,169.1,4,200,3426,-2.56,1,100,49.41,0
2.828,0,0,11.97,100,21.18,2.95,196,1,-0.7,0,2167.9,-1,59,68,169.51,3.9,200,3435,-2.56,1,100,47.84,0
2.844,0,0,11.87,100,21.22,2.96,196,1,-0.7,0,2283.8,-1,59,68,169.42,3.9,200,3425,-2.16,1,100,47.84,0
2.849,0,0,11.87,100,21.06,2.96,196,1,-0.7,0,2250.1,-1,59,68,170.44,4.06,200,3434,-2.21,1,100,48.63,0
2.864,0,0,11.7,100,21.29,2.95,196,1,-0.7,0,2182.4,-1,59,68,170.56,4.06,200,3443,-2.27,1,100,48.63,0
2.889,0,0,11.75,100,20.82,2.95,196,1,-0.7,0,2098.7,-1,59,68,168.1,4.06,200,3448,-2.27,1,100,48.63,0
2.9,0,0,11.69,100,20.99,2.94,196,1,-0.7,0,2234.3,-1,59,68,169.09,3.9,200,3466,-1.81,1,100,49.02,0
2.912,0,0,11.78,100,19.8,2.92,196,1,-0.7,0,2156.8,-1,59,68,170.84,3.9,200,3468,-1.97,1,100,49.02,0
2.939,0,0,11.81,100,21.06,2.92,196,1,-0.7,0,2274.6,-1,59,68,171.8,3.96,200,3489,-1.96,1,100,48.63,0
2.951,0,0,11.77,100,20.74,2.96,196,1,-0.7,0,2183.7,-1,59,68,170.06,3.96,200,3504,-1.73,1,100,48.63,0
2.963,0,0,11.78,100,20.37,2.95,196,1,-0.7,0,2021,-1,59,68,170.63,3.96,200,3514,-1.73,1,100,48.63,0
2.975,0,0,11.65,100,19.77,2.88,198,1,-0.7,0,2082.3,-1,59,68,170.15,4.02,200,3527,-1.36,1,100,49.41,0
2.999,0,0,11.66,100,20.82,2.88,198,1,-0.7,0,2068.9,-1,59,68,171.67,4.02,200,3539,-1.91,1,100,49.41,0
3.011,0,0,11.61,100,20.25,2.88,198,1,-0.7,0,2081.9,-1,59,68,169.84,4.02,200,3524,-1.24,1,100,49.41,0
3.029,0,0,11.66,100,20.45,2.9,198,1,-0.7,0,2242.1,-1,59,68,170.74,3.94,200,3528,-1.44,1,100,49.41,0
3.041,0,0,11.51,100,20.35,2.88,198,1,-0.7,0,2191.5,-1,59,68,169.43,3.94,200,3523,-1.44,1,100,49.41,0
3.053,0,0,11.54,100,20.58,2.94,198,1,-0.7,0,2076.6,-1,57,68,169.7,3.92,200,3527,-1.64,1,100,47.84,0
3.065,0,0,11.62,100,20.19,2.86,198,1,-0.7,0,2208.5,-1,57,68,169.49,3.92,200,3536,-1.84,1,100,47.84,0
3.091,0,0,11.53,100,19.32,2.84,198,1,-0.7,0,2105,-1,57,68,169.4,3.92,200,3564,-0.58,1,100,47.84,0
3.103,0,0,11.62,100,20.37,2.83,198,1,-0.7,0,2227.5,-1,57,68,170.94,3.94,200,3584,-0.58,1,100,49.02,0
3.122,0,0,11.67,100,19.73,2.83,198,1,-0.7,0,2199.4,-1,57,68,171.48,3.94,200,3599,-1.63,1,100,49.02,0
3.134,0,0,11.71,100,19.95,2.83,198,1,-0.7,0,2128.4,-1,57,68,171.39,3.94,200,3620,-0.99,1,100,49.02,0
3.157,0,0,11.63,100,20.36,2.83,198,1,-0.7,0,2271.3,-1,57,68,173.46,4.04,200,3621,-1.62,1,100,48.24,0
3.161,0,0,11.71,100,20.42,2.81,198,1,-0.7,0,2239.5,-1,57,68,171.68,4.04,200,3639,-1.62,1,100,48.24,0
3.183,0,0,11.41,100,19.68,2.82,198,1,-0.7,0,2268,-1,57,68,172.05,3.96,200,3646,-1.68,1,100,47.45,0
3.195,0,0,11.61,100,19.77,2.81,198,1,-0.7,0,2161.9,-1,57,68,171.65,3.96,200,3646,-0.36,1,100,47.45,0
3.212,0,0,11.52,100,19.88,2.81,198,1,-0.7,0,2107.7,-1,57,68,170.66,3.96,200,3645,-1.14,1,100,47.45,0
3.224,0,0,11.55,100,20.19,2.83,198,1,-0.7,0,2046.9,-1,57,68,170.88,3.94,200,3638,-1.14,1,100,47.84,0
3.245,0,0,11.5,100,19.69,2.81,198,1,-0.7,0,2194.6,-1,57,68,171.66,3.94,200,3639,-1.45,1,100,47.84,0
3.249,0,0,11.63,100,19.74,2.81,198,1,-0.7,0,2125.8,-1,57,68,171.09,3.94,200,3652,-0.92,1,100,47.84,0
3.263,0,0,11.61,100,19.85,2.81,198,1,-0.7,0,2333.2,-0.5,57,68,172.61,3.94,200,3669,-1,1,100,47.84,0
3.275,0,0,11.59,100,19.85,2.77,198,1,-0.7,0,2269.9,-0.5,57,68,171.21,3.94,200,3698,-1,1,100,47.84,0
3.3,0,0,11.62,100,19.99,2.79,198,1,-0.7,0,2101.3,0,57,68,172.39,3.9,200,3705,-1.11,1,100,47.84,0
3.312,0,0,11.5,100,19.93,2.77,198,1,-0.7,0,2268.4,0,57,68,171.87,3.9,200,3719,-1.16,1,100,47.84,0
3.33,0,0,11.66,100,19.99,2.79,198,1,-0.35,0,2164.5,0,57,68,172.39,3.9,200,3726,-1.25,1,100,47.84,0
3.342,0,0,11.52,100,20,2.79,198,1,0,0,2134.1,1,57,68,174.13,3.98,200,3738,-1.25,1,100,47.45,0
3.354,0,0,11.59,100,20.12,2.77,198,1,0,0,2161.9,1,57,68,173.12,3.98,200,3745,-1.27,1,100,47.45,0
3.368,0,0,11.49,100,20.03,2.75,198,1,0,0,2083.9,1,57,68,172.18,3.98,200,3741,-1.28,1,100,47.45,0
3.382,0,0,11.71,100,19.91,2.77,198,1,0,0,2245.4,1,57,68,170.83,3.94,200,3742,-1.29,1,100,47.06,0
3.394,0,0,11.54,100,19.86,2.75,198,1,0,0,2189.7,1,57,66,172.89,3.94,200,3733,-1.29,1,100,47.06,0
3.421,0,0,11.71,100,19.69,2.74,198,1,0,0,2338,1,57,68,171.81,3.96,200,3737,-1.12,1,100,47.45,0
3.433,0,0,11.68,100,19.81,2.74,198,1,0,0,2326.3,1,57,66,171.68,3.96,200,3750,-0.95,1,100,47.45,0
3.446,0,0,11.64,100,19.79,2.74,198,1,0,0,2085.5,1,57,66,173.43,3.96,200,3760,-1.05,1,100,47.45,0
3.459,0,0,11.62,100,19.86,2.73,198,1,0,0,2204.9,1,57,66,172.55,3.96,200,3788,-1.05,1,100,47.45,0
3.483,0,0,11.62,100,19.55,2.72,198,1,0,0,2248.2,1,57,66,172.99,3.96,200,3817,-1.12,1,100,47.45,0
3.495,0,0,11.57,100,19.17,2.73,198,1,0,0,2190.3,1.5,57,66,174.14,3.94,200,3836,-0.7,1,100,47.45,0
3.523,0,0,11.78,100,18.01,2.7,198,1,0,0,2077.7,1.5,57,66,174.18,3.94,200,3842,-0.43,1,100,47.45,0
3.541,0,0,11.76,100,19.64,2.75,198,1,0,0,2201.6,1.5,57,66,175.88,3.94,200,3847,0.07,1,100,47.84,0
3.553,0,0,11.86,100,19.58,2.73,198,1,0,0,2085.7,1.5,57,66,174.44,3.94,200,3834,-0.98,1,100,47.84,0
3.572,0,0,11.75,100,19.46,2.69,198,1,0,0,2303.7,1.5,57,66,172.54,3.94,200,3836,-0.72,1,100,47.84,0
3.584,0,0,11.7,100,19.15,2.69,198,1,0,0,2161.2,2,57,66,170.35,3.94,200,3839,-0.72,1,100,47.45,0
3.596,0,0,11.45,100,18.74,2.69,198,1,0,0,2339.8,2,57,66,173.76,3.94,200,3847,-0.08,1,100,47.45,0
3.61,0,0,11.62,100,18.55,2.68,198,1,0,0,2200.8,2,57,66,172.71,3.94,200,3871,0.19,1,100,47.45,0
3.624,0,0,11.45,100,19.17,2.68,198,1,0,0,2260.3,2,57,66,174.3,3.96,200,3898,-0.51,1,100,47.84,0
3.637,0,0,11.51,100,19.17,2.68,198,1,0,0,2137.2,2,57,66,175.71,3.96,200,3906,-0.51,1,100,47.84,0
3.659,0,0,11.36,100,17.85,2.68,198,1,0,0,2296.9,2.5,57,66,174.55,4.04,200,3921,-0.43,1,100,47.45,0
3.671,0,0,11.59,100,19.42,2.75,198,1,0,0,2205,2.5,57,66,181.69,4.04,200,3941,-0.68,1,100,47.45,0
3.698,0,0,11.69,100,18.41,2.7,198,1,0,0,2132.4,2.5,57,66,180.05,4.04,200,3951,0.01,1,100,47.45,0
3.711,0,0,11.73,100,19.15,2.69,198,1,0,0,2234.8,2.5,57,66,177.69,4.06,200,3944,-0.5,1,100,47.84,0
3.725,0,0,11.59,100,18.74,2.69,198,1,0,0,2140.6,2.5,57,66,176.03,4.06,200,3941,-0.5,1,100,47.84,0
3.752,0,0,11.52,100,19.32,2.69,198,1,0,0,2124.6,2.5,57,66,177.05,4,200,3939,0.14,1,100,47.84,0
3.764,0,0,11.65,100,19.02,2.7,198,1,0,0,2114.7,2.5,57,66,177.51,4,200,3946,0.14,1,100,47.84,0
3.783,0,0,11.55,100,18.5,2.66,198,1,0,0,2078.9,2.5,57,66,178.79,4,200,3956,-0.28,1,100,47.45,0
3.795,0,0,11.62,100,19.04,2.68,198,1,0,0,2184.9,2.5,57,66,177.56,4,200,3974,0.65,1,100,47.45,0
3.813,0,0,11.53,100,18.49,2.68,198,1,0,0,2231.4,2.5,57,66,179.07,4,200,4003,-0.31,1,100,47.45,0
3.825,0,0,11.68,100,19.04,2.66,198,1,0,0,2123.6,2.5,57,66,182.02,4.08,200,4010,-0.31,1,100,47.45,0
3.837,0,0,11.51,100,18.47,2.72,198,1,0,0,2245.6,2.5,57,66,182.48,4.08,200,4022,-0.32,1,100,47.45,0
3.849,0,0,11.6,100,19,2.72,198,1,0,0,2040.2,2,57,66,185.92,4.08,200,4022,0.77,1,100,48.24,0
3.874,0,0,11.57,100,18.01,2.72,198,1,0,0,2162.5,2,57,66,182.61,4.08,200,4022,-0.3,1,100,48.24,0
3.897,0,0,11.45,100,19.19,2.74,198,1,0,0,2063.6,2.5,57,68,181.98,4.02,200,4036,-0.28,1,100,47.45,0
3.919,0,0,11.57,100,18.68,2.72,198,1,0,0,2181.2,2.5,57,68,184.01,4.02,200,4051,-0.39,1,100,47.45,0
3.932,0,0,11.46,100,18.72,2.73,198,1,0,0,2181.5,2.5,57,68,185.32,4.02,200,4071,-0.42,1,100,47.45,0
3.954,0,0,11.46,100,18.76,2.75,198,1,0,0,2042.2,2.5,57,68,187.19,4.12,200,4088,-0.19,1,100,47.45,0
3.968,0,0,11.62,100,19.29,2.74,198,1,0,0,2194.8,2.5,57,68,187.61,4.12,200,4094,-0.65,1,100,47.45,0
3.983,0,0,11.62,100,19.12,2.74,198,1,0,0,2179.3,2.5,57,68,188.59,4.08,200,4113,-0.52,1,100,47.06,0
4.007,0,0,11.62,100,19.23,2.75,198,1,0,0,2084.3,2.5,57,68,191.35,4.08,200,4123,-0.52,1,100,47.06,0
4.023,0,0,11.53,100,18.28,2.77,198,1,0,0,2125.8,2.5,57,68,193.31,4.18,200,4126,-0.64,1,100,47.06,0
4.035,0,0,11.49,100,18.93,2.82,198,1,0,0,2298.3,2.5,57,68,190.44,4.18,200,4119,0.31,1,100,47.06,0
4.052,0,0,11.51,100,19.15,2.81,198,1,0,0,2200.6,2.5,57,68,192.99,4.18,200,4126,-0.05,1,100,47.06,0
4.064,0,0,11.53,100,19.37,2.77,198,1,0,0,2284.5,2.5,57,68,191.37,4.14,200,4130,-0.78,1,100,47.45,0
4.085,0,0,11.39,100,19.08,2.79,198,1,0,0,2198,2.5,57,68,193.77,4.14,200,4159,-0.78,1,100,47.45,0
4.09,0,0,11.46,100,18.35,2.78,198,1,0,0,2356,2.5,57,68,195.62,4.14,200,4174,-0.71,1,100,47.45,0
4.113,0,0,11.38,100,18.44,2.82,198,1,0,0,2234.5,2.5,57,68,196.96,4.16,200,4189,0.03,1,100,47.06,0
4.125,0,0,11.28,100,19.21,2.82,198,1,0,0,2259,2.5,57,68,197.6,4.16,200,4195,-0.71,1,100,47.06,0
4.142,0,0,11.52,100,19.19,2.81,198,1,0,0,2081.5,2.5,57,68,197.15,4.14,200,4200,-0.71,1,100,47.06,0
4.154,0,0,11.36,100,18.47,2.84,198,1,0,0,2136.5,2.5,57,68,198.87,4.14,200,4206,0.08,1,100,47.06,0
4.172,0,0,11.39,100,19.29,2.83,198,1,0,0,2147.6,2.5,57,68,199.24,4.14,200,4206,-0.08,1,100,47.06,0
4.184,0,0,11.24,100,19.18,2.82,198,1,0,0,2089.2,3,57,68,196.21,4.18,200,4210,-0.08,1,100,47.45,0
4.205,0,0,11.29,100,18.3,2.81,198,1,0,0,2117.8,3,57,68,199.86,4.18,200,4213,-0.69,1,100,47.45,0
4.21,0,0,11.22,100,18.4,2.83,198,1,0,0,2148,3,57,68,200.94,4.18,200,4225,0.18,1,100,47.45,0
4.224,0,0,11.37,100,19.25,2.86,198,1,0,0,2157.5,3,57,68,201.36,4.18,200,4225,-0.77,1,100,47.45,0
4.237,0,0,11.23,100,18.81,2.83,198,1,0,0,2031.2,3,57,68,201.26,4.18,200,4234,-0.35,1,100,47.45,0
4.259,0,0,11.32,100,18.97,2.82,198,1,0,0,2134.8,3,57,68,202.52,4.16,200,4263,-0.35,1,100,47.06,0
4.271,0,0,11.21,100,18.99,2.87,198,1,0,0,2225.7,3,57,68,204.08,4.16,200,4267,-0.97,1,100,47.06,0
4.297,0,0,11.15,100,19.36,2.84,198,1,0,0,2319.3,3,57,68,205.67,4.2,200,4287,-0.67,1,100,47.06,0
4.309,0,0,11.16,100,19.23,2.86,198,1,0,0,2137.1,3,57,68,204.63,4.2,200,4296,-0.84,1,100,47.06,0
4.321,0,0,11.02,100,18.76,2.86,198,1,0,0,2175.6,3,57,68,206.97,4.2,200,4302,-0.38,1,100,47.06,0
4.333,0,0,11.18,100,18.14,2.88,198,1,0,0,2006.2,3,57,68,206.59,4.22,200,4298,-0.38,1,100,47.06,0
4.358,0,0,11.11,100,18.94,2.92,198,1,0,0,2200.2,3,57,68,205.92,4.22,200,4308,-0.68,1,100,47.06,0
4.37,0,0,11.2,100,19.39,2.88,198,1,0,0,2069.2,3,57,68,207.53,4.22,200,4310,-1.02,1,100,47.06,0
4.387,0,0,11.02,100,18.84,2.86,198,1,0,0,2249.1,3,57,68,205.99,4.2,200,4310,-0.48,1,100,46.27,0
4.399,0,0,11.09,100,18.78,2.87,198,1,0,0,2174.8,3,57,68,207.44,4.2,200,4316,-0.48,1,100,46.27,0
4.411,0,0,11.01,100,18.05,2.84,198,1,0,0,2311.5,3.5,57,68,213.11,4.24,200,4334,-0.98,1,100,46.27,0
4.423,0,0,11.05,100,19.45,2.92,198,1,0,0,2165.3,3.5,57,68,208.33,4.24,200,4340,-1.12,1,100,46.27,0
4.448,0,0,11,100,19.12,2.87,198,1,0,0,2074.3,3.5,57,68,207.83,4.24,200,4348,-0.8,1,100,46.27,0
4.46,0,0,10.97,100,19.55,2.86,198,1,0,0,2131,3.5,57,68,210.38,4.26,200,4385,-0.8,1,100,46.27,0
4.478,0,0,11.01,100,18.62,2.88,198,1,0,0,1968.8,3.5,57,68,211.26,4.26,200,4393,-1.12,1,100,46.27,0
4.489,0,0,10.98,100,19.38,2.87,198,1,0,0,2109.2,3.5,57,68,211.08,4.26,200,4405,-1.13,1,100,46.27,0
4.509,0,0,11.15,100,18.65,2.87,198,1,0,0,2187.5,3.5,57,68,211.56,4.24,200,4410,-0.31,1,100,45.88,0
4.521,0,0,11,100,18.02,2.87,198,1,0,0,2169,3.5,57,68,209.96,4.24,200,4407,-0.31,1,100,45.88,0
4.533,0,0,10.98,100,18.14,2.91,198,1,0,0,2225.5,3.5,57,68,213.53,4.24,201,4401,0.24,1,100,47.06,0
4.545,0,0,10.82,100,19.33,2.92,198,1,0,0,2232.3,3.5,57,68,214.16,4.24,201,4395,0.16,1,100,47.06,0
4.57,0,0,10.88,100,19.11,2.84,198,1,0,0,2170.1,3.5,57,68,210.16,4.24,201,4420,-0.86,1,100,47.06,0
4.582,0,0,10.88,100,19.27,2.83,198,1,0,0,1998.8,3.5,57,68,209.97,4.22,201,4414,-1.03,1,100,46.27,0
4.594,0,0,10.9,100,19.01,2.84,198,1,0,0,2189.1,3.5,57,68,209.87,4.22,201,4435,-1.03,1,100,46.27,0
4.608,0,0,11.01,100,19.29,2.82,198,1,0,0,2070.9,3.5,57,68,210.75,4.22,201,4466,-1.13,1,100,46.27,0
4.623,0,0,10.95,100,19.27,2.81,198,1,0,0,2152.2,3.5,57,68,210.46,4.22,201,4486,-1.15,1,100,45.88,0
4.634,0,0,11.04,100,19.32,2.82,198,1,0,0,2185.7,3.5,57,68,212.27,4.22,201,4494,-1.24,1,100,45.88,0
4.659,0,0,10.98,100,19.11,2.81,198,1,0,0,2162.3,4,57,68,210.4,4.22,201,4496,-1.24,1,100,45.49,0
4.671,0,0,11.04,100,18.97,2.82,198,1,0,0,2007.9,4,57,68,210.57,4.22,201,4498,-0.96,1,100,45.49,0
4.689,0,0,11.07,100,19.02,2.79,198,1,0,0,2139.3,4,57,68,211.13,4.22,201,4503,-0.96,1,100,45.49,0
4.701,0,0,11.18,100,19.09,2.81,198,1,0,0,2218.7,4,57,68,209.33,4.24,201,4498,-0.96,1,100,45.88,0
4.719,0,0,11.18,100,18.88,2.79,198,1,0,0,2108.1,4,57,70,210.93,4.24,201,4498,-1.02,1,100,45.88,0
4.731,0,0,11.13,100,19.16,2.77,198,1,0,0,2268.9,4,57,70,208.62,4.24,201,4512,-1.1,1,100,45.88,0
4.749,0,0,11.06,100,18.89,2.81,198,1,0,0,2044.4,4,57,70,210.34,4.24,201,4505,-0.83,1,100,45.49,0
4.761,0,0,11.07,100,18.96,2.78,198,1,0,0,2015.9,4,57,70,211.76,4.24,201,4533,-0.83,1,100,45.49,0
4.773,0,0,11.2,100,18.69,2.78,198,1,0,0,2168.4,4,57,70,208.46,4.22,201,4546,-0.95,1,100,45.49,0
4.786,0,0,11.11,100,18.81,2.81,198,1,0,0,2206,4,57,70,213.89,4.22,201,4564,-0.85,1,100,45.49,0
4.811,0,0,11.15,100,18.8,2.77,198,1,0,0,2175.3,4,57,70,212.09,4.22,201,4580,-0.87,1,100,45.49,0
4.823,0,0,11.15,100,18.31,2.81,198,1,0,0,2158.2,4,55,70,211.44,4.24,201,4578,-0.39,1,100,45.49,0
4.841,0,0,11.09,100,17.37,2.78,198,1,0,0,2075.3,4,55,70,213,4.24,201,4589,-0.39,1,100,45.49,0
4.853,0,0,11.24,100,18.86,2.82,198,1,0,0,2213.6,4,55,70,208.93,4.24,201,4596,0.53,1,100,45.88,0
4.871,0,0,11.16,100,17.6,2.74,198,1,0,0,2087.1,4,55,70,215.71,4.24,201,4596,0.42,1,100,45.88,0
4.883,0,0,11.21,100,17.65,2.82,198,1,0,0,2147.9,4,55,70,217.07,4.24,201,4591,0.42,1,100,45.88,0
4.895,0,0,11.05,100,17.74,2.79,198,1,0,0,2106.3,4,55,70,214.59,4.22,201,4600,0.25,1,100,45.88,0
4.907,0,0,11.12,100,17.93,2.75,198,1,0,0,2259.7,4,55,70,207.09,4.22,201,4604,-0.76,1,100,45.88,0
4.932,0,0,11,100,18.52,2.75,198,1,0,0,2251.3,4,55,70,207.96,4.22,201,4616,-0.6,1,100,45.88,0
4.944,0,0,10.99,100,18.16,2.69,198,1,0,0,2041.3,4.5,55,70,211.73,4.28,201,4639,-0.36,1,100,45.49,0
4.955,0,0,11.07,100,18.29,2.72,198,1,0,0,2054.9,4.5,55,70,211.84,4.28,201,4657,-0.36,1,100,45.49,0
4.967,0,0,11.25,100,18.15,2.73,198,1,0,0,2141.4,4,55,70,218.69,4.28,201,4662,-0.27,1,100,45.49,0
4.992,0,0,11.2,100,17.04,2.72,198,1,0,0,2289.9,4,55,70,217.96,4.28,201,4671,-0.63,1,100,45.49,0
5.004,0,0,11.27,100,17.26,2.78,198,1,0,0,2187.8,4,55,70,216.42,4.28,201,4664,0.5,1,100,45.49,0
5.022,0,0,11.11,100,17.88,2.77,198,1,0,0,2160.2,4,55,70,210.08,4.26,201,4669,0.5,1,100,45.88,0
5.034,0,0,11.13,100,18.06,2.72,198,1,0,0,2159.3,4,55,70,209.86,4.26,201,4676,-0.14,1,100,45.88,0
5.057,0,0,10.99,100,18.04,2.72,198,1,0,0,2307.4,4,55,70,212.09,4.26,201,4680,-0.32,1,100,45.88,0
5.061,0,0,10.97,100,17.82,2.68,198,1,0,0,2092.8,4,55,70,211.69,4.24,201,4676,0.9,1,100,45.49,0
5.076,0,0,11.09,100,16.72,2.69,198,1,0,0,2025.6,4,55,70,216.33,4.24,201,4699,0.9,1,100,45.49,0
5.096,0,0,11.15,100,17.06,2.74,198,1,0,0,2076.2,4,55,70,216.35,4.24,201,4706,0.87,1,100,46.27,0
5.112,0,0,11.21,100,18.05,2.7,198,1,0,0,2220,4,55,70,212.27,4.24,201,4723,-0.08,1,100,46.27,0
5.124,0,0,11.09,100,17.45,2.65,198,1,0,0,2087.7,4,55,70,207.73,4.24,201,4742,0.16,1,100,46.27,0
5.142,0,0,11.06,100,17.76,2.75,198,1,0,0,2114.8,4.5,55,70,212.54,4.28,201,4754,0.16,1,100,45.88,0
5.154,0,0,10.98,100,16.62,2.65,198,1,0,0,2176.4,4.5,55,70,216.48,4.28,201,4761,-0.11,1,100,45.88,0
5.172,0,0,11.18,100,17.51,2.74,198,1,0,0,2215.4,4.5,55,70,218.12,4.28,201,4773,0.06,1,100,45.88,0
5.184,0,0,11.19,100,17.42,2.65,198,1,0,0,2125.7,4,55,70,211.44,4.24,201,4771,0.14,1,100,45.88,0
5.196,0,0,11.1,100,16.42,2.66,198,1,0,0,2048.6,4,55,70,212.76,4.24,201,4778,0.14,1,100,45.88,0
5.209,0,0,11.15,100,17,2.72,198,1,0,0,2154.7,4,55,70,217.03,4.24,201,4781,1.07,1,100,45.88,0
5.231,0,0,11.1,100,17.43,2.65,198,1,0,0,2148.6,4,55,70,211.6,4.26,201,4783,0.03,1,100,46.27,0
5.243,0,0,11.1,100,17.34,2.64,198,1,0,0,2230.7,4,55,70,212.56,4.26,201,4783,0.19,1,100,46.27,0
5.26,0,0,11.07,100,16.97,2.69,198,1,0,0,2052,4.5,55,70,215.2,4.28,201,4800,0.19,1,100,45.88,0
5.272,0,0,11.08,100,17.46,2.65,198,1,0,0,2177.5,4.5,55,70,212.09,4.28,201,4815,0.81,1,100,45.88,0
5.284,0,0,11.28,100,17.35,2.64,198,1,0,0,2189.6,4.5,55,70,212.38,4.28,201,4808,0.14,1,100,45.88,0
5.296,0,0,11.19,100,16.04,2.59,198,1,0,0,2122.2,5,55,70,216.47,4.24,201,4830,0.14,1,100,45.88,0
5.312,0,0,11.15,100,16.83,2.61,198,1,0,0,2298.8,5,55,72,210.97,4.24,201,4847,0.59,1,100,45.88,0
5.326,0,0,11.15,100,17.09,2.64,198,1,0,0,2024.7,5,55,72,213.62,4.26,201,4845,0.25,1,100,45.88,0
5.359,0,0,11.1,100,16.04,2.6,198,1,0,0,2146.9,5,55,72,210.64,4.26,201,4845,0.2,1,100,45.88,0
5.363,0,0,11.15,100,17.18,2.74,198,1,0,0,2121.6,5,55,72,215.18,4.26,201,4850,0.22,1,100,45.88,0
5.384,0,0,11.15,100,16.98,2.64,198,1,0,0,2162.2,5,55,72,215.31,4.26,201,4855,1.48,1,100,45.88,0
5.412,0,0,11.08,100,17.36,2.65,198,1,0,0,2186.1,5,55,72,215.39,4.26,201,4870,0.28,1,100,45.88,0
5.424,0,0,11.06,100,17.17,2.65,198,1,0,0,2108.7,5,55,72,212.36,4.3,201,4880,0.18,1,100,45.88,0
5.436,0,0,11.04,100,16.69,2.69,198,1,0,0,2096,5,55,72,215.63,4.3,201,4888,0.18,1,100,45.88,0
5.449,0,0,11.06,100,16.45,2.62,198,1,0,0,2184.6,5,55,72,214.65,4.28,201,4893,0.64,1,100,46.27,0
5.463,0,0,11.09,100,16.28,2.7,198,1,0,0,2148.7,5,55,72,221.13,4.28,201,4908,1.63,1,100,46.27,0
5.483,0,0,11.11,100,17.16,2.62,198,1,0,0,2144.7,5,55,72,218.13,4.28,201,4916,0.12,1,100,46.27,0
5.5,0,0,11.07,100,16.95,2.59,198,1,0,0,2248.2,5,55,72,214.52,4.26,201,4926,0.12,1,100,45.88,0
